SYSNO,Author,Advisor,Title_Pt,Subtitle_pt,Title_En,Subtitle_en,Type,Field,Year,Keywords,Subject(Library)
2397528,"Barros, Alberto Ribeiro Gonçalves de",NA,Republicanismo inglês,"a liberdade em John Milton, Marchamont Nedham e James Harrington",NA,NA,Tese (Livre Docência),FILOSOFIA,2013,NA,LIBERDADE|FILOSOFIA POLÍTICA
2401286,"Nasser, Eduardo","Marton, Scarlett Zerbetto",Epistemologia e ontologia em Nietzsche à luz do problema do tempo,NA,Epistemology and ontology in Nietzsche in light of the problem of time,NA,Tese (Doutorado),FILOSOFIA,2013,Becoming|Vir-a-ser,EPISTEMOLOGIA|ONTOLOGIA|TEMPO (FILOSOFIA)|REALISMO
2401293,"Maeso, Benito Eduardo Araujo","Fabbrini, Ricardo Nascimento",Kafka,estética e política do estranhamento,Kafka,aesthetics and politics of the uncanny,Dissertação (Mestrado),FILOSOFIA,2013,Alegoria|Allegory|Estranhamento|Uncanny,LITERATURA ALEMÃ|ESTÉTICA|POLÍTICA
2401311,"Otenio, Erinson Cardoso","Terra, Ricardo Ribeiro",Max Stirner como crítico da modernidade,entre dialética do esclarecimento e crítica radical da razão,Max Stirner as a critique of modernity,between dialectic of enlightenment and radical critique of reason,Tese (Doutorado),FILOSOFIA,2013,Crítica radical da razão|Dialectic of enlightenment|Dialética do esclarecimento|Jovem-hegelianismo|Radical critique of reason|Young-hegelianism,FILOSOFIA CONTEMPORÂNEA|MODERNIDADE|NIILISMO|DIALÉTICA
2401987,"Stival, Monica Loyola","Moura, Carlos Alberto Ribeiro de",Foucault entre a crítica e o nominalismo,NA,Foucault between criticism and nominalism,NA,Tese (Doutorado),FILOSOFIA,2013,Nominalism|Nominalismo,FILOSOFIA CONTEMPORÂNEA|LIBERALISMO
2402018,"Alexandre, Bruno Santos","Barros, Alberto Ribeiro Gonçalves de",Glória e virtú em O Príncipe de Maquiavel,NA,"Glory and virtù in The Prince, by Machiavelli",NA,Dissertação (Mestrado),FILOSOFIA,2013,Glória|Glory|Virtù,FILOSOFIA POLÍTICA|LIBERDADE
2404747,"Moysés, Júlio César Soriano","Souza, Maria das Gracas de",Hannah Arendt,o labirinto da compreensão e o fenômeno totalitário,Hannah Arendt,the maze of understanding and the totalitarian phenomenon,Dissertação (Mestrado),FILOSOFIA,2013,NA,METÁFORA|TOTALITARISMO|FILOSOFIA POLÍTICA
2404748,"Anfra, Douglas Rogerio","Arantes, Paulo Eduardo",Friedrich Engels: guerra e política,uma investigação sobre a análise marxista da guerra e das organizações militares,Friedrich Engels: war and politics,an investigation on the materialism applied to war analysis and military organizations,Dissertação (Mestrado),FILOSOFIA,2013,NA,MARXISMO|GUERRA|ESTRATÉGIA MILITAR|ORGANIZAÇÃO DO TRABALHO|REVOLUÇÕES
2410913,"Zanardini, Darice Alessandra Deckmann","Suzuki, Marcio",O caráter formativo da pintura na estética hegeliana,NA,The formative character of painting in hegelian aesthetics,NA,Dissertação (Mestrado),FILOSOFIA,2013,Formação|Formation,ESTÉTICA|PINTURA|ARTES
2412446,"Camunha, Elaine","Kuntz, Rolf Nelson",Direito natural e limites do poder soberano na teoria política de Jean-Jacques Rousseau,NA,Natural right and the boundaries of the sovereign power in the Jean Jacques Rousseau's political theory,NA,Tese (Doutorado),FILOSOFIA,2013,NA,FILOSOFIA POLÍTICA|PODER|LIBERDADE
2412495,"Cohon, José Calixto Kahil","Safatle, Vladimir Pinheiro",Técnica e expressão na filosofia da música de Adorno,NA,Technique and expression on Adorno's philosophy of music,NA,Dissertação (Mestrado),FILOSOFIA,2013,Expressão|Expression|Technique|Técnica,MÚSICA|ESTÉTICA|FILOSOFIA DA MÚSICA
2414639,"Medeiros, Jonas Marcondes Sarubi de","Terra, Ricardo Ribeiro",Crítica imanente como práxis,apresentação e investigação no ensaio lukacsiano sobre a reificação,Immanent critique as praxis,presentation and research in Lukác's reification essay,Dissertação (Mestrado),FILOSOFIA,2012,NA,ALIENAÇÃO SOCIAL|DIALÉTICA|EPISTEMOLOGIA|FILOSOFIA DA HISTÓRIA|IDEOLOGIA
2414640,"Battilani, Patricia Fernandes","Pessoa Junior, Osvaldo Frota",O debate da imagética mental,NA,The imagery debate,NA,Dissertação (Mestrado),FILOSOFIA,2013,Picture-like representation|Qualia|Teoria da afiguração,MENTE (FILOSOFIA)|IMAGEM MENTAL
2422439,"Melo Neto, João Evangelista Tude de","Marton, Scarlett Zerbetto",Nietzsche,"o eterno retorno do mesmo, a transvaloração dos valores e a noção de trágico",Nietzsche,"the eternal return of the same, transvaluation of values and the notion of tragic",Tese (Doutorado),FILOSOFIA,2013,Eternal recurrence|Eterno retorno|Perspectivism|Perspectivismo|Tragic|Trágico|Transvaloração dos valores|Transvaluation of values,FILOSOFIA CONTEMPORÂNEA
2424320,"Teixeira, Fábio Rocha","Matos, Olgaria Chain Feres",Fim do ethos antigo e ocaso das ilusões,Giacomo Leopardi e a modernidade,"The end of the ancient ethos, the twilight of illusions",Giacomo Leopardi and the modernity,Tese (Doutorado),FILOSOFIA,2012,Ancient world|Barbárie|Barbarism|Mundo antigo,FILOSOFIA MODERNA|MODERNIDADE|ÉTICA|RAZÃO
2424331,"Silva, Anderson Aparecido Lima da","Silva, Franklin Leopoldo e",Michel Foucault,o sujeito moderno em questão,Michel Foucault,the modern subject in question,Dissertação (Mestrado),FILOSOFIA,2013,NA,MODERNIDADE|ANTIGUIDADE|FILOSOFIA CONTEMPORÂNEA
2428725,"Silva, Pedro Ivo Ferraz da","Mariconda, Pablo Ruben",Marcuse e a racionalidade tecnológica,dominação ou liberdade?,Marcuse and technological rationality,domination or freedom?,Dissertação (Mestrado),FILOSOFIA,2013,Advanced industrial society|Aesthetic sensibility|Marcuse|Racionalidade tecnológica|Sensibilidade estética|Sociedade industrial avançada|Technological rationality,TECNOLOGIA|FILOSOFIA CONTEMPORÂNEA
2429686,"Krempel, Raquel Albieri","Cuter, Joao Vergilio Gallerani",Sobre o problema do mundo exterior em Wittgenstein,NA,Wittgenstein on the problem of the external world,NA,Dissertação (Mestrado),FILOSOFIA,2013,External world|Moore|Mundo exterior,FILOSOFIA CONTEMPORÂNEA|CETICISMO|CONHECIMENTO
2429784,"Agostini, Cristina de Souza","Santos, Luiz Henrique Lopes dos",Desgraça e felicidade como consequências de ações marginais,NA,Disgrace and happiness as consequences of marginal actions,NA,Tese (Doutorado),FILOSOFIA,2013,NA,LITERATURA GREGA CLÁSSICA|TRAGÉDIA (LITERATURA)|HERÓIS|COMPORTAMENTO
2430371,"Bolzani Filho, Roberto",NA,Ensaios sobre Platão,NA,NA,NA,Tese (Livre Docência),FILOSOFIA,2012,NA,PLATONISMO|FILOSOFIA ANTIGA|FILOSOFIA GREGA
2432582,"Silva, Thiago Dias da","Chaui, Marilena de Souza","Mal, modernidade e pensamento em Hannah Arendt",Sócrates e Eichmann em perspectiva,"Evil, modernity and thinking in Hannah Arendt",Socrates and Eichmann in perspective,Dissertação (Mestrado),FILOSOFIA,2013,Massas|Masses,FILOSOFIA CONTEMPORÂNEA|MODERNIDADE|CAPITALISMO
2432682,"Manzi Filho, Ronaldo","Safatle, Vladimir Pinheiro",Quando os corpos se invadem,Merlau-Ponty às voltas com a psicanálise,Bodies flowing together,Merleau-Ponty facing psychoanalysis,Tese (Doutorado),FILOSOFIA,2013,NA,FENOMENOLOGIA|PSICANÁLISE|ONTOLOGIA
2432916,"Fracalossi, Ivanilde","Cacciola, Maria Lucia Mello de Oliveira",O fato da consciência como primeiro princípio da filosofia,teoria da representação,The fact of consciousness as the first principle of philosophy,theory of representation,Tese (Doutorado),FILOSOFIA,2013,Reflection|Reflexão|Sistematização|Systematization,EPISTEMOLOGIA|FILOSOFIA MODERNA
2433049,"Ferreira, André Luís Doneux","Cacciola, Maria Lucia Mello de Oliveira",Discurso propedêutico de Kant diante da recepção da Crítica da Razão Pura,NA,Kants propaedeutic discourse in face of the reception of Critique of Pure Reason,NA,Dissertação (Mestrado),FILOSOFIA,2013,Introdução à crítica da razão pura|Introduction to the critique of pure reason|Preface to the second edition|Prefácio à segunda edição|Prolegomena|Prolegômenos|Propaedeutic|Propedêutica|Recepção da primeira edição da crítica da razão pura|Reception of the first edition of the critique of pure reason,FILOSOFIA MODERNA|RAZÃO
2434473,"Silva, Paulo Pirozelli Almeida","Plastino, Caetano Ernesto",Thomas Kuhn e a concepção semântica de incomensurabilidade,NA,Thomas Kuhn and the semantic conception of incommensurability,NA,Dissertação (Mestrado),FILOSOFIA,2013,Incomensurabilidade|Incommensurability|Ludwig Wittgenstein|Taxonomia|Taxonomy,FILOSOFIA DA LINGUAGEM|FILOSOFIA DA CIÊNCIA
2434878,"Polla, Caue Cardoso","Terra, Ricardo Ribeiro",O ABC do cosmopolitismo,Kant e a educação,The abc of cosmpolitanism,Kant and education,Tese (Doutorado),FILOSOFIA,2013,Cosmopolitanism|Cosmopolitismo|Educação iluminista|Enlightened education,FILOSOFIA MODERNA|EDUCAÇÃO|ILUMINISMO
2441879,"Tonelli, Maria Luiza Quaresma","Ribeiro, Renato Janine",A judicialização da política e a soberania popular,NA,The judicialization of politics and the popular sovereignty,NA,Tese (Doutorado),FILOSOFIA,2013,Judicialização|Judicialization|Popular sovereignty|Soberania popular,DEMOCRACIA|POLÍTICA|PODER|ESTADO (DIREITO)
2441970,"Moraes, Suelma de Souza","Novaes Filho, Moacyr Ayres",A aporia da memória do esquecimento no Livro X das Confissões de Santo Agostinho,NA,The aporia of the memory of forgetfulness from the Confessions Book X of Saint Augustine's,NA,Dissertação (Mestrado),FILOSOFIA,2012,Conhecimento de si|Interioridade|Interiority|Self-knowledge|Vontade|Will,FILOSOFIA MEDIEVAL|FILOSOFIA PATRÍSTICA|MEMÓRIA
2442522,"Franceschini, Pedro Augusto da Costa","Werle, Marco Aurélio",Da crítica filosófica à superação poética,"o ""Hipérion"" de Hölderlin e o Idealismo Alemão",From philosophical critic to poetic overcoming,"Hölderlin's ""Hyperion"" and German Idealism",Dissertação (Mestrado),FILOSOFIA,2013,German idealism|Idealismo alemão|Recollection|Recordação,IDEALISMO|LITERATURA ALEMÃ|FILOSOFIA MODERNA
2442669,"Leonetti, Flavio Luis Mestriner","Matos, Olgaria Chain Feres","O princípio da integridade como o princípio de potência na figura de Sócrates, segundo a obra de Xenofonte",NA,"The principle of integrity as the principle of potency in the figure of Socrates, according to Xenophons works",NA,Tese (Doutorado),FILOSOFIA,2013,NA,FILOSOFIA SOCRÁTICA|FILOSOFIA GREGA|FILOSOFIA ANTIGA
2442715,"Corbanezi, Eder Ricardo","Marton, Scarlett Zerbetto",Perspectivismo e relativismo em Nietzsche,NA,Perspectivism and relativism in Nietzsche,NA,Dissertação (Mestrado),FILOSOFIA,2013,Critério|Criterion|Interpretação|Interpretation|Relativism|Relativismo|Valor|Value,FILOSOFIA CONTEMPORÂNEA
2442792,"Xavier, Henrique Piccinato","Chaui, Marilena de Souza",Por uma Estética da imanência,NA,For an Aesthetics of Immanence,NA,Tese (Doutorado),FILOSOFIA,2013,Anacronismo histórico|Baruch de Spinoza|Baruch Espinosa|Giambattista Vico|Historical anachronism|Homer|Homero|Imanência|Immanence|Theodor Adorno,ESTÉTICA|TEORIA CRÍTICA|TEORIA LITERÁRIA
2442807,"Santos, Rodison Roberto","Souza, Maria das Gracas de",O conceito de república em Condorcet,NA,The concept of republic in Condorcet,NA,Tese (Doutorado),FILOSOFIA,2013,NA,FILOSOFIA POLÍTICA|REPÚBLICA|LIBERDADE|IGUALDADE DE OPORTUNIDADES|DIREITOS HUMANOS
2443520,"Moreira, Adriana Belmonte","Mariconda, Pablo Ruben",Clínica e resistência,a medicina filosófica de Georges Canguilhem,Clinic and resistance,Georges Canguilhems philosophical medicine,Tese (Doutorado),FILOSOFIA,2013,Normalidade|Normality|Vitalism|Vitalismo,FILOSOFIA CONTEMPORÂNEA|MEDICINA|PATOLOGIA
2449389,"Magnavita, Alexey Dodsworth","Ribeiro, Renato Janine",Do Céu aos Genes,"transições epistêmicas, anomalias cosmológicas e suas inquietações éticas: uma interlocução foucaultiana",From Heaven to Genes,"epistemic transitions, cosmological anomalies and their ethical concerns: Foucault's dialogue",Dissertação (Mestrado),FILOSOFIA,2013,Abnormal|Anomalia|Anomaly|Anormal,EPISTEMOLOGIA|COSMOLOGIA|ÉTICA
2457765,"Saggese, Antonio José","Kossovitch, Leon",Imaginando a mulher,"Playboy, o pôster e seus desdobramentos",Imagining the woman,"Playboy, unfolding the centerfold",Tese (Doutorado),FILOSOFIA,2013,Cultural studies|Estudo da imagem|Playboy|Playmate,EROTISMO|PORNOGRAFIA|INDÚSTRIA CULTURAL|FOTOGRAFIA|SOCIEDADE DE CONSUMO
2458154,"Scoralick, Andre","Cardoso, Sergio","Paixão, liberdade e conveniência em dois ensaios de Montaigne (Da vaidade e De poupar a própria vontade)",NA,"Passion, freedom and convenience in two essays of Montaigne (Of vanity and Of managing the will)",NA,Tese (Doutorado),FILOSOFIA,2013,Convenience|Conveniência|Passividade|Passivity,ÉTICA|PAIXÃO|LIBERDADE|FILOSOFIA DO RENASCIMENTO
2458163,"Luduvice, Ruy Lewgoy","Fabbrini, Ricardo Nascimento",Espelhos e abismos,"autoria, erotismo e primitivismo em Louise Bourgeois",Mirrors and abysses,"authorship, eroticism and primitivism in Louise Bourgeois",Dissertação (Mestrado),FILOSOFIA,2013,Authorship|Autoria,PRIMITIVISMO|EROTISMO
2458211,"Silva, Bárbara Assis Vianna da","Cacciola, Maria Lucia Mello de Oliveira",Aenesidemus,as objeções de G.E. Schulze à leitura de Reinhold da Filosofia Crítica,Aenesidemus,G. E. Schulze's objections to Reinholds reading of the Critical Philosophy,Dissertação (Mestrado),FILOSOFIA,2013,Absolute I|Elementary philosophy|Eu absoluto|Filosofia elementar|Objeções|Objections,FILOSOFIA MODERNA
2459567,"Debona, Vilmar","Cacciola, Maria Lucia Mello de Oliveira",A outra face do pessimismo,entre radicalidade ascética e sabedoria de vida,The other side of pessimism,between ascetic radicalism and wisdom of life,Tese (Doutorado),FILOSOFIA,2013,Pessimism|Pessimismo|Sabedoria de vida|Wisdom of life,FILOSOFIA CONTEMPORÂNEA|METAFÍSICA
2460092,"Carvalho, Zilmara de Jesus Viana de","Terra, Ricardo Ribeiro",Teleologia e moral na Ideia de uma história universal de um ponto de vista cosmopolita,NA,Teleology and moral in the Idea of a universal history from a cosmopolitan point of view,NA,Tese (Doutorado),FILOSOFIA,2013,NA,FILOSOFIA MODERNA|TEOLOGIA|TELEOLOGIA|MORAL
2471868,"Ramos, Maurício de Carvalho",NA,A Morfologia como conceito epistemológico histórico,NA,Morphology as an epistemological-historical concept,NA,Tese (Livre Docência),FILOSOFIA,2013,NA,FILOSOFIA DA CIÊNCIA|MORFOLOGIA VEGETAL|ONTOGENIA|HEURÍSTICA
2473894,"Rodrigues, Juarez Lopes","Oliva, Luís César Guimarães",Identidade entre ideia e volição,a crítica à imagem do livre-arbítrio em Espinosa,Identité entre l'idée et volition,la critique à l'image du libre arbitre chez Spinoza,Dissertação (Mestrado),FILOSOFIA,2013,Idée|Ideia|Intelect|Intelecto|Libre arbitre|Livre-arbítrio|Volição|Volition,FILOSOFIA MODERNA|VONTADE
2474390,"Silva, Rosely de Fatima","Zingano, Marco Antonio de Avila","Do ato heroico à construção da noção de responsabilidade do agente moral, paralelos entre a Ética Nicomaqueia e a Poética de Aristóteles",NA,"From the heroic act to the construction of the notion of moral agent's responsibility, parallels between Aristotle's Nicomachean Ethics and Poetics",NA,Dissertação (Mestrado),FILOSOFIA,2013,Agência moral|Ética Nicomaqueia|Moral agency|Nicomachean Ethics|Teoria da ação|Theory of action,ARISTOTELISMO|FILOSOFIA GREGA|FILOSOFIA ANTIGA|ÉTICA|RESPONSABILIDADE
2476006,"Paula Neto, Otavino Candido de","Miranda Filho, Mario",O exame socrático (ἐξέτασις) da temperança (σωφροσύνη) no Carmides de Platão,NA,The Socratic examination ἐξέτασις of temperance σωφροσύνη in Platos Charmides,NA,Dissertação (Mestrado),FILOSOFIA,2013,NA,FILOSOFIA SOCRÁTICA|FILOSOFIA GREGA|FILOSOFIA ANTIGA
2480009,"Assis, Emerson Ferreira de","Plastino, Caetano Ernesto",Realismo e racionalidade,o otimismo epistêmico em questão,Realism and rationality,the epistemic optimism in question,Tese (Doutorado),FILOSOFIA,2013,Dimensions of commitment|Dimensões de comprometimento,ONTOLOGIA|REALISMO|FILOSOFIA DA CIÊNCIA
2480743,"Tamizari, Fabiana","Matos, Luiz Fernando Batista Franklin de",A mulher na concepção materialista de Diderot,NA,The woman in the materialist conception of Diderot,NA,Dissertação (Mestrado),FILOSOFIA,2014,NA,FILOSOFIA MODERNA|MULHERES|MATERIALISMO
2480745,"Muraro, Robson Tadeu","Estevao, Jose Carlos",Os limites da lei humana na Suma de Teologia de Santo Tomás de Aquino,NA,The limits of human law in the Summa Theologica by St. Thomas Aquinas,NA,Dissertação (Mestrado),FILOSOFIA,2013,Eternal law|Human law|Lei eterna|Lei humana|Lei natural|Natural law,FILOSOFIA CRISTÃ|FILOSOFIA MEDIEVAL|FILOSOFIA ESCOLÁSTICA
2515238,"Fonseca, Joel Pinheiro da","Estevao, Jose Carlos",Apreensão dos primeiros princípios da lei natural em Tomás de Aquino,NA,Apprehension of the first principles of Aquinas's natural law,NA,Dissertação (Mestrado),FILOSOFIA,2013,Thomas Aquinas|Tomás de Aquino,FILOSOFIA MEDIEVAL|FILOSOFIA CRISTÃ|FILOSOFIA ESCOLÁSTICA
2515260,"Hauck, Eveline Campos","Suzuki, Marcio","""Instituições de Filosofia Moral""","para o uso dos estudantes de filosofia da faculdade de Edimburgo, de Adam Ferguson: tradução, introdução e notas","""Institutes of Moral Philosophy""","for the use of students in the College of Edinburgh, by Adam Ferguson: translation, introduction and notes",Dissertação (Mestrado),FILOSOFIA,2013,Ferguson|Garve|Impulso lúdico|Play drive|Propensão|Propensity|Schiller,FILOSOFIA MODERNA|MORAL
2517801,"Oliveira, Carlos Eduardo Pereira","Santiago, Homero Silveira",A Teoria Cartesiana da Criação,NA,The Cartesian Theory of Creation,NA,Tese (Doutorado),FILOSOFIA,2013,Creation|Criação|Descartes|Tomás de Aquino,COSMOLOGIA (FILOSOFIA)|REALISMO (FILOSOFIA)|IDEALISMO
2646327,"Faustino, Dioclézio Domingos","Zingano, Marco Antonio de Avila",Ação e conhecimento em Aristóteles,estudo da acrasia a partir da Etica Nicomaqueia,Action et connaissance chez Aristote,étude de la acrasie à partir de l'Ethique à Nicomaque,Dissertação (Mestrado),FILOSOFIA,2013,Ação|Acrasia|Acrasie|Action,ARISTOTELISMO|FILOSOFIA GREGA|FILOSOFIA ANTIGA|ÉTICA|CONHECIMENTO
2646338,"Meira, Marcel Ronaldo Morelli de","Fabbrini, Ricardo Nascimento",A cultura dos novos museus,arquitetura e estética na contemporaneidade,The culture of new museums,architecture and aesthetics in contemporaneity,Tese (Doutorado),FILOSOFIA,2014,New museums|Novos museus,MUSEUS (ARQUITETURA)|ESTÉTICA|CIDADES|PÓS-MODERNIDADE
2646599,"Costa, Daniel da","Silva, Franklin Leopoldo e",A imergência da pessoa humana na história,ensaio sobre a filosofia radicalizante (protestante) e o cristianismo ateu de Pierre Thévenaz,The immergence of human person in the history,essay about the radicalizing (protestant) philosophy and the atheistic Christianity of Pierre Thévenaz,Tese (Doutorado),FILOSOFIA,2014,Autismo da razão|Cetismo moral|Consciência de si|Corpo|Cristo|Epoché|Evidência|Fé|Filosofia corporificada|Filosofia secularizada|Gnose|Historicidade|Imergência|Método|Princípio protestante|Psiqué|Radicalização|Reflexão|Vocação|Autism of reason|Moral skepticism|Consciousness of self|Body|Christ|Faith|Secularized philosophy|Bodied philosophy|Immergence|Method|Protestant principle|Radicalization|Reflection|Call,CRISTIANISMO|ATEÍSMO|FILOSOFIA CONTEMPORÂNEA
2651141,"Coelho, Bruna Martins","Safatle, Vladimir Pinheiro",O campo e os princípios de repetição,ensaio sobre o inconsciente segundo Gilles Deleuze (1953-1968),The field and the repetition's principles,essay on Gilles Deleuze's concept of unconscious (1953-1968),Dissertação (Mestrado),FILOSOFIA,2013,Bergson|Deleuze|Freud|Hume|Individuação|Individuation|Jung|Kant|Lacan|Princípios|Principles|Proust|Repetição|Repetition|Sacher-Masoch|Síntese|Synthesis|Unconscious,FILOSOFIA CONTEMPORÂNEA|INCONSCIENTE (FATOR DE PERSONALIDADE)
2657750,"Santos, Maria Edivânia Vicente dos","Chaui, Marilena de Souza",Arte e verdade,ecos de um entrelaçamento,Art and truth,echoes from an interlacin,Tese (Doutorado),FILOSOFIA,2013,Abertura|Mundo|Openness|World,FILOSOFIA MODERNA
2658720,"Ghelere, Gabriela Doll","Santos, Luiz Henrique Lopes dos","Ação, representação e o fetichismo da mercadoria",NA,"Action, representation and commodity fetishism",NA,Tese (Doutorado),FILOSOFIA,2013,Commodity fetishism|Fetichismo da mercadoria,CONSUMISMO|CAPITALISMO
2658730,"Matilde, Braian Sanches","Marton, Scarlett Zerbetto",Vida e valor na obra tardia de Nietzsche,NA,Life and value in Nietzsches late work,NA,Dissertação (Mestrado),FILOSOFIA,2013,Avaliação|Decadence|Decadência|Life|Valuation|Vida,FILOSOFIA CONTEMPORÂNEA|VALORES|MODO DE VIDA
2658763,"Pires, Frederico Pieper","Brandão, Eduardo","Ontologia, teologia, metafísica no projeto transcendental de Martin Heidegger",NA,"Ontology, theology and metaphysics in Martin Heideggers transcendental project",NA,Tese (Doutorado),FILOSOFIA,2013,Filosofia primeira|First philosophy|Fundamento|Ground|Metafísica do Dasein|Metaphysics of Dasein|Ontoteologia|Ontotheology,ONTOLOGIA|TEOLOGIA|METAFÍSICA|FILOSOFIA CONTEMPORÂNEA
2659299,"Alvarez, Anelise Valls","Werle, Marco Aurélio",O conceito de ideal nos cursos de estética de Hegel,NA,The concept of ideal in Hegels lectures on aesthetics,NA,Dissertação (Mestrado),FILOSOFIA,2014,Arte romântica|Ideal|Ideal|Romantic art,ESTÉTICA|ARTE CLÁSSICA
2662227,"Oliveira, Guilherme Sanches de","Pessoa Junior, Osvaldo Frota",Estados mentais e atitudes proposicionais,abordagens filosóficas da psicologia do senso comum,Mental states and propositional attitudes,philosophical approaches to folk psychology,Dissertação (Mestrado),FILOSOFIA,2014,Atitudes proposicionais|Atribuição de estados mentais|Cognição corporificada|Cognição estendida|Cognição situada|Eliminativism|Eliminativismo|Embodied cognition|Extended cognition|Folk psychology|Leitura mental|Mental state attributions|Mindreading|Propositional attitudes|Psicologia do senso comum|Situated cognition,PSICOLOGIA COGNITIVA|COGNIÇÃO SOCIAL
2667167,"Calazans, Veronica Ferreira Bahr","Plastino, Caetano Ernesto",A filosofia da matemática nos Principia de Newton e suas implicações ontológicas,NA,The philosophy of mathematics in Isaac Newtons Principia and its ontological implications,NA,Tese (Doutorado),FILOSOFIA,2014,NA,FILOSOFIA DA MATEMÁTICA
2667170,"Costa, Virginia Helena Ferreira da","Safatle, Vladimir Pinheiro",Aspectos das relações interpessoais em Freud,questionamentos morais,Aspects of interpersonal relations in Freud,moral questions,Dissertação (Mestrado),FILOSOFIA,2014,Desamparo|Helplessness|Oedipus complex|Social|Social,INTERAÇÃO INTERPESSOAL|MORAL|COMPLEXO DE ÉDIPO
2673369,"Cardoso, Eduardo Leonel Corrêa","Ribeiro, Renato Janine",Política em Rousseau,utopia e Realism,Politics in Rousseau,utopia and realism,Dissertação (Mestrado),FILOSOFIA,2014,NA,FILOSOFIA POLÍTICA|UTOPIA|LIBERDADE|REALISMO
2673565,"Serra, Maria Olilia","Nascimento, Milton Meira do",Dos tempos sombrios ao cuidado com o mundo,a banalidade do mal e a Vida do Espírito em Hannah Arendt,From the dark times to the care for the world,the banality of evil and the life of the mind in Hannah Arendt,Tese (Doutorado),FILOSOFIA,2014,Arendt|Evil|Judgment|Juízo|Kant|Life of the spirit|Mal|Mundo|Vida do espírito|World,FILOSOFIA CONTEMPORÂNEA|ALMA|BEM E MAL
2673568,"Soares, Vinicius de Castro","Cacciola, Maria Lucia Mello e Oliveira",Teleologia e vontade em Schopenhauer,NA,Teleology and will in Schopenhauer,NA,Dissertação (Mestrado),FILOSOFIA,2014,As if|Como se|Paradox|Paradoxo|Schopenhauer,FILOSOFIA CONTEMPORÂNEA|TELEOLOGIA|VONTADE
2673926,"Fabiano, João Lourenço de Araujo","Pessoa Junior, Osvaldo Frota",Melhoramento humano,heurística evolutiva e riscos existenciais,Human enhancement,evolutionary heuristics and existential risks,Dissertação (Mestrado),FILOSOFIA,2014,NA,BIOÉTICA|PSICOLOGIA EVOLUCIONISTA
2677133,"Schvartz, Vitor Hirschbruch","Zingano, Marco Antonio de Avila",O lógos cético de sexto empírico,NA,Sextus Empiricus sceptic lógos,NA,Tese (Doutorado),FILOSOFIA,2014,Epoche|Epokhé|Logos|Lógos|Pirronismo|Pyrrhonism|Sexto Empírico|Sextus Empiricus,CETICISMO
2677282,"Caleiro, Diego","Pessoa Junior, Osvaldo Frota",Simulando Dennett,ferramentas e construções de um naturalista,Simulating Dennett,tools and constructions of a naturalist,Dissertação (Mestrado),FILOSOFIA,2014,Intentional stance|Memética|Memetics|Perspectiva intencional,FILOSOFIA CONTEMPORÂNEA|CONSCIÊNCIA (PERCEPÇÃO)
2677307,"Oliveira, Cléver Cardoso Teixeira de","Novaes Filho, Moacyr Ayres",Lei divina e lei humana em Agostinho,De Libero Arbitrio e De civitate Dei,Divine law and human law in Augustine,De Libero Arbitrio and De civitate Dei,Dissertação (Mestrado),FILOSOFIA,2014,Ciuitas|Ciuitas|Divine law|Human law|Lei divina|Lei humana,FILOSOFIA MEDIEVAL|FILOSOFIA PATRÍSTICA
2677310,"Noto, Carolina de Souza","Moura, Carlos Alberto Ribeiro de",A recusa do transcendental,um estudo sobre a filosofia crítica de Foucault,The refusal of the transcendental,a study of the critical philosophy of Foucault,Tese (Doutorado),FILOSOFIA,2014,NA,FILOSOFIA CONTEMPORÂNEA|ARQUEOLOGIA|GENEALOGIA|LINGUAGEM
2677570,"Lima, Arthur Klik de","Novaes Filho, Moacyr Ayres",A relação entre vontade e pensamento em Averróis,um estudo sobre o homem e seu destino a partir do Grande comentário ao De Anima,The relationship between Will and Tought in Averroes,a study on Man and his Fate based on the Long Commentary on De Anima,Tese (Doutorado),FILOSOFIA,2014,NA,FILOSOFIA ÁRABE|FILOSOFIA MEDIEVAL
2677686,"Gunella, Elis Joyce","Silva, Franklin Leopoldo e",Ontologia e Ética n'O Segundo Sexo de Simone de Beauvoir,NA,Ontology and ethics in Simone de Beauvoir´s The Second Sex,NA,Dissertação (Mestrado),FILOSOFIA,2014,Outro|Situação|Situation,FILOSOFIA CONTEMPORÂNEA|MULHERES|LIBERDADE|MÁ-FÉ
2677744,"Rodrigues, Márcia Regina Miguel","Souza, Maria das Gracas de",Formação do juízo e educação moral no Emílio,NA,Formation of judgment and moral education in Emile,NA,Dissertação (Mestrado),FILOSOFIA,2014,NA,FILOSOFIA MODERNA|EDUCAÇÃO|MORAL|JUÍZOS|RAZÃO
2680719,"Carvalho, Lucila Lang Patriani de","Silva, Franklin Leopoldo e",Sartre e Lévinas,linguagem e alteridade,Sartre and Lévinas,language and Alterity,Dissertação (Mestrado),FILOSOFIA,2014,NA,FILOSOFIA CONTEMPORÂNEA|LINGUAGEM|ALTERIDADE
2681306,"Oliva, Luís César Guimarães",NA,Existência e eternidade em Leibniz e Espinosa,NA,Existence and eternity in Leibniz and Spinoza,NA,Tese (Livre Docência),FILOSOFIA,2013,NA,FILOSOFIA MODERNA|LIBERDADE|EXISTÊNCIA|ÉTICA
