SYSNO,Author,Advisor,Title_Pt,Subtitle_pt,Title_En,Subtitle_en,Type,Field,Year,Keywords,Subject(Library)
2681736,"Viégas, Janilson Jose Alves","Bolzani Filho, Roberto",A paidéia platônica,o projeto filosófico-político-educacional e a refundação da cidade: a educação como conversão e reviravolta da alma e a felicidade possível,The Platonic Paideia,the educational-philosophical-political project and the refounding of the city: Education as conversion and overturn of the soul and the possible happiness,Tese (Doutorado),FILOSOFIA,2014,Bem|Good|Platão|Plato,PLATONISMO|FILOSOFIA GREGA|FILOSOFIA ANTIGA
2681779,"Madureira, Jonas Moreira","Estevao, Jose Carlos",O intelecto e a imaginação no conhecimento de Deus segundo Tomás de Aquino,aristotelismo e neoplatonismo,Intellect and imagination in the knowledge of God according to Thomas Aquinas,aristotelism and platonism,Tese (Doutorado),FILOSOFIA,2014,Intelecto|Intellect|Thomism|Tomismo,FILOSOFIA MEDIEVAL|FILOSOFIA CRISTÃ|FILOSOFIA ESCOLÁSTICA
2681926,"Zanchetta, Ricardo","Kossovitch, Leon",Da Pintura de Leon Battista Alberti,comentário e tradução do primeiro livro,On Painting of Leon Batista Alberti,commentary and translation of the first book,Dissertação (Mestrado),FILOSOFIA,2014,Da Pintura|On Painting|Optics|Ótica,PINTURA|RENASCIMENTO
2681927,"Taurisano, Ricardo Reali","Novaes Filho, Moacyr Ayres",O enigma do espelho,a retórica do silêncio nas Confissões de Agostinho de Hipona,The enigma of the mirror,the rhetoric of silence in the Confessions of Augustine of Hippo,Tese (Doutorado),FILOSOFIA,2014,Discurso apofático|Figuras retóricas|Inefável|Obliquidade|Oximoro|Apophatic discourse|Ineffable|Obliquity|Oxymoron|Rhetorical figures,FILOSOFIA PATRÍSTICA|RETÓRICA
2682043,"Fujisaka, Daniel","Mammi, Lorenzo",Agostinho e os maniqueus,"análise a partir ""das duas almas""",Augustine and the manichaeans,"analysis from ""two souls""",Dissertação (Mestrado),FILOSOFIA,2014,NA,METAFÍSICA|ONTOLOGIA|MORAL|ALMA|SUBJETIVIDADE
2682836,"Fujita, Natália Giosa","Suzuki, Marcio",A união do corpo e da alma n'A estrutura do comportamento,NA,The union of body and soul in The Structure of Behavior,NA,Tese (Doutorado),FILOSOFIA,2014,Body|Body and soul|Corpo|Corpo e alma|Lacan,FILOSOFIA CONTEMPORÂNEA|COMPORTAMENTO|BEHAVIORISMO|NEUROFISIOLOGIA|GESTALT-TERAPIA
2683072,"Fontenelle, Plinio Santos","Suzuki, Marcio",Da percepção à visão radical do mundo,a condição de abertura do plano de imagens no percurso de Merlau-Ponty,From perception to the radical vision of the world,the opening condition of the pictures plane in Merleau-Pontys course,Tese (Doutorado),FILOSOFIA,2014,NA,FILOSOFIA CONTEMPORÂNEA|FENOMENOLOGIA|ONTOLOGIA|IMAGEM (ARTES)
2687293,"Souza, Alexandre de Oliveira","Matos, Olgaria Chain Feres",Descartes - o cortesão exilado,política e paixão,Descartes - the courtier exiled,passion and politics,Dissertação (Mestrado),FILOSOFIA,2013,Free will|Livre arbítrio,FILOSOFIA MODERNA|MORAL|NATUREZA|PAIXÃO|POLÍTICA
2687603,"Carneiro, Silvio Ricardo Gomes","Safatle, Vladimir Pinheiro",Poder sobre a vida,Herbert Marcuse e a biopolítica,Power over life,Herbert Marcuse and biopolitics,Tese (Doutorado),FILOSOFIA,2014,Biopolítica|Biopolitics,FILOSOFIA POLÍTICA|POLÍTICA (TEORIA)|PODER|REPRESSÃO
2687607,"Vieira, Julia Lemos","Cardoso, Sergio",Caminhos da liberdade no jovem Marx,da emancipação política à emancipação social,Paths of freedom in the young Marx,from the political emancipation to the social emancipation,Tese (Doutorado),FILOSOFIA,2014,Emancipação humana|Human emancipation,MARXISMO|DEMOCRACIA
2687867,"Rizzo, Julio B. De","Moura, Carlos Alberto Ribeiro de",Sobre a influência de C. Stumpf para a terceira investigação lógica de E. Husserl e seu significado para a fenomenologia nascente,NA,On C.Stumpf's influence upon E.Husserl's third logical investigation and its meaning to early phenomenology,NA,Dissertação (Mestrado),FILOSOFIA,2014,Mereologia|Mereology,FILOSOFIA CONTEMPORÂNEA|FENOMENOLOGIA
2688009,"Nakayama, Patricia","Ribeiro, Renato Janine",Sobre a descrição do ser,"estudo sobre ameríndios, Thomas Hobbes e os rebentos de seu estado de natureza",On the description of the being,"study on Amerindians, Thomas Hobbes and sprouts from his state of nature",Tese (Doutorado),FILOSOFIA,2014,Ameríndians|Ameríndios|Antilogia|Antilogy|Eloquence|Eloquência,ÍNDIOS|POLÍTICA|DEMOCRACIA|FILOSOFIA POLÍTICA
2688327,"Armond, Fabricio Fernandes","Chaui, Marilena de Souza",Autossacrifício,formação e dissolução de si na contemporaneidade,Self-sacrifice,self-formation and self-dissolution in the contemporaneity,Dissertação (Mestrado),FILOSOFIA,2014,NA,SACRIFÍCIO|FETICHISMO|ANOREXIA NERVOSA|SUBJETIVIDADE
2688329,"Falcão, Dircilene da Mota","Pimenta, Pedro Paulo Garrido",Filosofia e retórica em David Hume,NA,Philosophy and rethoric in David Hume,NA,Dissertação (Mestrado),FILOSOFIA,2014,British enlightenment|Luzes britânicas,FILOSOFIA MODERNA|RETÓRICA
2688552,"Pignatari, Roberto Carlos","Mammi, Lorenzo",A ascensão do conhecimento humano no De libero arbitrio de Agostinho de Hipona,NA,The ascension of human knowledge in the Augustin of Hippos De libero arbitrio,NA,Dissertação (Mestrado),FILOSOFIA,2014,Ascensão|Ascension|Eternidade|Eternity|Instant|Instante|Simultaneidade|Simultanity,FILOSOFIA MEDIEVAL|FILOSOFIA PATRÍSTICA|ONTOLOGIA|EPISTEMOLOGIA
2689154,"Passos, Úrsula","Favaretto, Celso Fernando",A possibilidade de aprimoramento do gosto em Clement Greenberg,NA,The taste improvement possibility in Clement Greenberg,NA,Dissertação (Mestrado),FILOSOFIA,2014,Aesthetic judgement|Juízo estético,FILOSOFIA DA ARTE|ESTÉTICA|GOSTO (ESTÉTICA)
2694729,"Faria, Rodrigo Cristino de","Pessoa Junior, Osvaldo Frota",Modelagem causal da astronomia antiga,NA,Causal modeling of ancient astronomy,NA,Dissertação (Mestrado),FILOSOFIA,2014,Causal models|Modelos causais,ASTRONOMIA|CAUSALIDADE|FILOSOFIA DA CIÊNCIA
2705712,"Souza, Edna Alves de","Plastino, Caetano Ernesto",Um estudo do argumento do milagre na defesa do realismo científico,NA,A study of the miracle argument in defense of scientific realism,NA,Tese (Doutorado),FILOSOFIA,2015,Antirealism|Antirrealismo|Argumento do milagre|Êxito científico|Miracle argument|Scientific success,REALISMO|FILOSOFIA DA CIÊNCIA|FILOSOFIA CONTEMPORÂNEA
2709319,"Machado, Lucas Nascimento","Safatle, Vladimir Pinheiro",Hegel e a relação entre ceticismo e filosofia,Ceticismo e o problema da autodeterminação no idealismo alemão,Hegel and the relationship of skepticism to philosophy,Skepticism and the problem of self-determination in German Idealism,Dissertação (Mestrado),FILOSOFIA,2014,Absolute|Absoluto,FILOSOFIA CONTEMPORÂNEA|CETICISMO|AUTODETERMINAÇÃO|RAZÃO
2709324,"Azevedo, Thiago Vargas Escobar","Souza, Maria das Gracas de",Da deliciosa indolência à atividade petulante,trabalho e ócio na antropologia de Rousseau,From the delicious indolence to the petulant activity,labor and idleness in Rousseau's anthropology,Dissertação (Mestrado),FILOSOFIA,2015,Idleness|Indolence|Indolência|Laziness|Ócio|Preguiça|Second discourse|Segundo discurso,ANTROPOLOGIA|TRABALHO|COMPORTAMENTO SOCIAL
2710401,"Luca, Felipe Augusto de","Lacerda, Tessa Moura",De Mônadas a sistemas,individualidade e comunicação nos pensamentos de G. W. Leibniz e de Niklas Luhmann,From Monads to systems,individuality and comunication in G. W. Leibniz and Niklas Luhmann,Dissertação (Mestrado),FILOSOFIA,2014,Expressão|Expression|Monad|Mônada|Sistema|System,FILOSOFIA MODERNA|SOCIEDADE|CIBERNÉTICA
2710604,"Pires, Marcio","Moura, Carlos Alberto Ribeiro de",Subjetividade e sistema na filosofia transcendental de Kant,NA,Subjectivity and system in Kant's transcendental philosophy,NA,Tese (Doutorado),FILOSOFIA,2015,Faculdade do Juízo|Power of Judgment|Reflection|Reflexão|Sistema|System,FILOSOFIA MODERNA|SUBJETIVIDADE
2710617,"Costa, Martha Gabrielly Coletto","Chaui, Marilena de Souza",Nas pegadas da dissimulação,um estudo sobre as novas figuras da ideologia a partir de Claude Lefort e Pierre Bourdieu,On the footsteps of dissimulation,a study about the new figures of ideology in the perspectives of Claude Lefort and Pierre Bourdieu,Dissertação (Mestrado),FILOSOFIA,2014,Dissimulação|Dissimulation|Divisão social|Social division|Symbolic violence|Violência simbólica,IDEOLOGIA|VIOLÊNCIA
2711565,"Mantovani, Ricardo Vinícius Ibañez","Oliva, Luís César Guimarães",Limites epistemológicos da apologética de Blaise Pascal,NA,Epistemological limits of the apologetics of Blaise Pascal,NA,Dissertação (Mestrado),FILOSOFIA,2015,Apologetics|Apologia|Epistemological limits|Limites epistemológicos,FILOSOFIA MODERNA|CETICISMO|EPISTEMOLOGIA
2711576,"Figueiredo, Nara Miranda de","Santos, Luiz Henrique Lopes dos",O papel da filosofia após as Investigações Filosóficas,NA,The role of philosophy after Philosophical Investigations,NA,Tese (Doutorado),FILOSOFIA,2014,Análise conceitual|Conceptual analysis|Method|Método|Terapia|Therapy,FILOSOFIA CONTEMPORÂNEA|FILOSOFIA DA LINGUAGEM
2711577,"Kontic, Sacha Zilber","Lacerda, Tessa Moura","Ideia, imagem e representação",Leibniz crítico de Descartes e de Locke,"Idea, image and representation","Leibniz, a critic of Descartes and Locke",Dissertação (Mestrado),FILOSOFIA,2015,Idea|Ideia,FILOSOFIA MODERNA (HISTÓRIA)|REPRESENTAÇÃO
2711850,"Ruas, Gonçalo Nunes Barrilaro","Keinert, Maurício Cardoso",Moral e política,o princípio da autonomia e o reino dos fins na Filosofia Kantiana,Moral and politics,the principle of autonomy and the kingdom of ends,Dissertação (Mestrado),FILOSOFIA,2015,Kingdom of ends|Reino dos fins,FILOSOFIA POLÍTICA|MORAL|FILOSOFIA MODERNA
2715734,"Garcia, Rafael Rodrigues","Terra, Ricardo Ribeiro",Mito e liberdade,a crítica da cultura contra o totalitarismo político,Myth and Freedom,the critic of culture against political totalitarianism,Tese (Doutorado),FILOSOFIA,2015,Critic of culture|Crítica da cultura,FILOSOFIA POLÍTICA|MITOS|LIBERDADE|TOTALITARISMO
2716151,"Paulo Neto, Alberto","Barros, Alberto Ribeiro Gonçalves de",Entre o consenso e a contestação no Estado democrático de direito,uma interlocução entre a teoria democrática de J. Habermas e P. Pettit,Between consensus and contestation in the democratic state of law,a dialogue between the democratic theory of J. Habermas and P. Pettit,Tese (Doutorado),FILOSOFIA,2015,Consenso|Consensus|Teoria da democracia deliberativa|Theory of deliberative democracy,ESTADO (DIREITO)|DEMOCRACIA PARTICIPATIVA (TEORIA)
2716156,"Alonso, Rodrigo Braga","Cacciola, Maria Lucia Mello e Oliveira",As Forças Naturais na obra de Schopenhauer,NA,The Natural Forces on the Work of Schopenhauer,NA,Dissertação (Mestrado),FILOSOFIA,2014,Forças naturais|Natural forces,FILOSOFIA CONTEMPORÂNEA|COSMOLOGIA|VONTADE
2716160,"Barros, Leonardo Canuto de","Matos, Luiz Fernando Batista Franklin de",O caráter ambivalente da música em Jean-Jacques Rousseau,NA,The ambivalence of the music in Jean-Jacques Rousseau,NA,Dissertação (Mestrado),FILOSOFIA,2014,NA,FILOSOFIA MODERNA|MÚSICA|NATUREZA|MORAL|RAZÃO
2716801,"Costa, Lessandro Regiani","Estevao, Jose Carlos",De Lanfranco a Anselmo. Sobre a dialética em teologia,"o ""De grammatico""  de Anselmo de Cantuária",From Lanfranc to Anselm. On the dialectic in theology,"the Anselm of Canterbury's ""De grammatico""",Tese (Doutorado),FILOSOFIA,2015,Lanfranc|Lanfranco|Parônimo|Paronym|Pedro Damião|Peter Damian,FILOSOFIA MEDIEVAL|DIALÉTICA|FILOSOFIA ESCOLÁSTICA|FILOSOFIA CRISTÃ
2716819,"Silva, Isaac Vieira da","Kossovitch, Leon","A obra pictórica de Jerônimo Bosch à luz de escritos dos séculos XV, XVI e XVII",NA,"The pictorial work of Jerome lightening by texts of 15th, 16th and 17th centuries",NA,Dissertação (Mestrado),FILOSOFIA,2014,Flemish painting|Mirabilia|Mirabilia|Pintura flamenga,PINTURA|RETÓRICA
2716843,"Vieira, Filipe Lazzeri","Pessoa Junior, Osvaldo Frota","Categorias psicológicas ordinárias, comportamento e análise do comportamento",NA,"Ordinary psychological categories, behavior, and behavior analysis",NA,Tese (Doutorado),FILOSOFIA,2015,Behaviorismo teleológico|Categorias psicológicas|Definições de comportamento|Definitions of behavior|Extended mind|Externalism|Externismo|Mente estendida|Psychological categories|Scientific research tradition|Taxonomia do mental|Taxonomy of the mental|Teleological behaviorism|Tradição de pesquisa científica,COMPORTAMENTO|BEHAVIORISMO|FILOSOFIA
2718189,"Gargano, Rafael Silva","Chaui, Marilena de Souza",Algo escapa,o figural na filosofia de Jean-François Lyotard,Something evades,the figural in the philosophy of Jean-François Lyotard,Dissertação (Mestrado),FILOSOFIA,2015,NA,FILOSOFIA CONTEMPORÂNEA|ESTÉTICA|PSICANÁLISE|MARXISMO
2723433,"Comparini, Julio de Souza","Miranda Filho, Mario",Fundamentos do direito nas Leis de Platão,NA,Foundations of right in Plato's Laws,NA,Dissertação (Mestrado),FILOSOFIA,2015,Politeia|Politeia,FILOSOFIA POLÍTICA
2723748,"Cotrim, Ana Aguiar","Silva, Franklin Leopoldo e",Contribuições de Karl Marx ao problema da mimese artística,NA,Karl Marxs Contributions to the Problem of Artistic Mimesis,NA,Tese (Doutorado),FILOSOFIA,2015,Tragédia|Tragedy,ESTÉTICA|MIMETISMO|MARXISMO
2723798,"Soares, Daniel Quaresma Figueira","Brandão, Eduardo",Nietzsche e a autossuperação da filosofia da vontade,uma interpretação sobre o papel da recepção de Schopenhauer no percurso da obra nietzschiana,Nietzsche and the overcoming of the philosophy of will,an interpretation of the role of Schopenhauer's reception in the course of Nietzsche's work,Tese (Doutorado),FILOSOFIA,2015,Life|Vida|Vontade de potência|Will to power,FILOSOFIA CONTEMPORÂNEA
2723833,"Cristofoletti, Fabricio Klain","Mammi, Lorenzo","História e profecia como fundamento filosófico-religioso na pregação de Agostinho, presbítero de Hipona",NA,"History and prophecy as philosophical-religious foundation in the preaching of Augustine, presbyter of Hippo",NA,Tese (Doutorado),FILOSOFIA,2015,Pregação|Preaching,FILOSOFIA CRISTÃ|FILOSOFIA MEDIEVAL|FILOSOFIA PATRÍSTICA|RELIGIÃO|PROFECIAS
2724628,"Tiburtino, Hugo Bezerra","Zingano, Marco Antonio de Avila",Lógica como órganon no aristotelismo antigo,o conceito filosófico de disciplina instrumental no período entre Aristóteles e Alexandre de Afrodísia,Logic as organonin the ancient aristotelianism,meaning and relations of the philosophical concept of instrumental discipline between Aristotle and Alexander of Aphrodisias,Tese (Doutorado),FILOSOFIA,2014,Alexander de Aphrodisias|Alexandre de Afrodísia|Lógica estoica|Órganon|Partes da filosofia|Parts of philosophy|Stoic logic,ARISTOTELISMO|FILOSOFIA ANTIGA|FILOSOFIA GREGA|LÓGICA
2724898,"Simonetti Filho, Irineu João","Nascimento, Milton Meira do",Autonomia e universalidade,as condições da ideia moderna de liberdade,Autonomy and universality,the conditions of the modern idea of freedom,Dissertação (Mestrado),FILOSOFIA,2014,Equality|Igualdade,DEMOCRACIA|LIBERDADE|COMUNISMO|SOCIALISMO
2725088,"Pimenta, Pedro Paulo",NA,A trama da natureza,organismo e finalidade na época da Ilustração,Nature's plot,organism and finality in the Illustration age,Tese (Livre Docência),FILOSOFIA,2015,NA,EMPIRISMO|ILUMINISMO|HISTÓRIA NATURAL|NATUREZA (FILOSOFIA)
2725609,"Baggio, Igor","Safatle, Vladimir Pinheiro",A dialética da composição musical em Theodor W. Adorno,NA,The dialectics of musical composition in Theodor W. Adorno,NA,Tese (Doutorado),FILOSOFIA,2015,Forma musical|Musical form|New Music|Nova Música,FILOSOFIA DA MÚSICA|COMPOSIÇÃO MUSICAL
2726644,"Galgano, Nicola Stefano","Bolzani Filho, Roberto",O preceito da Deusa,o não ser como contradição em Parmênides de Eléia,The precept of the Goddess,non-being as contradiction in Parmenides of Elea,Tese (Doutorado),FILOSOFIA,2015,Eleaticism|Eleatismo|Não-contradição|Não-ser|Non-being|Non-contradiction,LÓGICA|POESIA|ONTOLOGIA|FILOSOFIA GREGA
2726856,"Tedesco, Thiago Nantes","Pimenta, Pedro Paulo Garrido",David Hume e o padrão moral,NA,David Hume and the moral standard,NA,Dissertação (Mestrado),FILOSOFIA,2015,Benevolence|Benevolência|Delicacy of taste|Delicadeza de gosto|Padrão|Standard,MORAL|FILOSOFIA MODERNA
2727827,"Diehl, Frederico Lopes de Oliveira","Barros, Alberto Ribeiro Gonçalves de",Sentidos de liberdade em Hobbes,NA,Ways of liberty in Hobbes,NA,Tese (Doutorado),FILOSOFIA,2015,NA,FILOSOFIA POLÍTICA|LIBERDADE|ESTADO DE NATUREZA
2728458,"Ferraz, Susana Carla de Souza","Keinert, Maurício Cardoso",A função dos exemplos na antropologia de um ponto de vista pragmático,NA,The function of the examples in Anthropology from a pragmatic point of view,NA,Dissertação (Mestrado),FILOSOFIA,2015,Cidadão do mundo|Examples|Exemplos|Formação|Training|World citizen,FILOSOFIA MODERNA|ANTROPOLOGIA
2728462,"Silva, Adriano Martinho Correia da","Estevao, Jose Carlos",A latinização do vocabulário grego do ser no de Hebdomadibus de Boécio,NA,The latinization of the Greek vocabulary of being in Boethius de Hebdomadibus,NA,Dissertação (Mestrado),FILOSOFIA,2015,Filosofia tardo-antiga|Late ancient philosophy|Metafilosofia|Metaphilosophy,FILOSOFIA DA LINGUAGEM|FILOSOFIA MEDIEVAL|FILOSOFIA ANTIGA
2728466,"Almeida, Martim Vasques da Cunha de Eça e","Barros, Alberto Ribeiro Gonçalves de",Violência e epifania,a liberdade interior na filosofia política de John Milton,Violence and epiphany,the inner liberty in John Milton´s political philosophy,Tese (Doutorado),FILOSOFIA,2015,Civil liberty|Liberdade civil|Liberdade interior|Republicanism|Republicanismo,LIBERDADE|FILOSOFIA POLÍTICA
2728716,"Silva, Jojomar Lucena da","Chiappin, Jose Raimundo Novaes",Abordagens comparativas de ciclos e de potenciais da termodinâmica,escolha racional ou pragmática?,Comparative approaches cycles and ponteciais of thermodynamics,rational or pragmatic choice?,Tese (Doutorado),FILOSOFIA,2015,Analitic method|Ciclos|Cycles|Método analítico|Método sintético|Potenciais|Potentials|Sintetic method,TERMODINÂMICA|FILOSOFIA DA CIÊNCIA
2728725,"Lino, Alice de Carvalho","Fabbrini, Ricardo Nascimento",Kant e a crítica de arte,NA,Kant and art criticism,NA,Tese (Doutorado),FILOSOFIA,2015,Sublime|Sublime,GOSTO (ESTÉTICA)|CRÍTICA DE ARTE|ARTE MODERNA|ESTÉTICA
2729292,"Aymoré, Débora de Sá Ribeiro","Mariconda, Pablo Ruben",Progresso valorativo da ciência e a biotecnologia,sobre a participação dos valores sociais na avaliação do progresso científico,Evaluative progress of science,on the participation of scientific values in the evaluation of scientific progress,Tese (Doutorado),FILOSOFIA,2015,Legitimacy|Legitimidade|Prática científica|Progresso científico|Scientific practice|Scientific progress,FILOSOFIA DA CIÊNCIA|CIÊNCIA|TECNOLOGIA|VALORES
